"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Bullet 12","Bullet 13","Bullet 14","Bullet 15","Anti-Glare
","Anti-Reflective
","Aspect Ratio
","Filter Color
","Brand ","Brand of Device","Device Model Name
","Device Type
","Display Diagonal
","Durable Screen Protection
","Filter Type
","Orientation
","Privacy
","Scratch Resistant
","Screen Attachment

","Screen Format
","Touch Compatibility
","Warranty Period
","UPC ","Image ID","Image URL"
"HC240W9B106","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:218","Black","3M™","","","Monitors","236 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380652","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B107","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:219","Black","3M™","","","Monitors","237 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380653","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B107","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:220","Black","3M™","","","Monitors","238 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380654","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B108","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:221","Black","3M™","","","Monitors","239 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380655","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B108","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:222","Black","3M™","","","Monitors","240 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380656","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B109","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:223","Black","3M™","","","Monitors","241 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380657","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B109","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:224","Black","3M™","","","Monitors","242 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380658","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B110","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:225","Black","3M™","","","Monitors","243 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380659","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B110","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:226","Black","3M™","","","Monitors","244 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380660","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B111","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:227","Black","3M™","","","Monitors","245 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380661","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B111","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:228","Black","3M™","","","Monitors","246 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380662","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B112","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:229","Black","3M™","","","Monitors","247 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380663","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B112","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:230","Black","3M™","","","Monitors","248 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380664","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B113","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:231","Black","3M™","","","Monitors","249 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380665","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B113","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:232","Black","3M™","","","Monitors","250 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380666","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B114","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:233","Black","3M™","","","Monitors","251 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380667","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B114","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:234","Black","3M™","","","Monitors","252 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380668","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B115","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:235","Black","3M™","","","Monitors","253 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380669","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B115","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:236","Black","3M™","","","Monitors","254 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380670","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B116","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:237","Black","3M™","","","Monitors","255 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380671","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B116","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:238","Black","3M™","","","Monitors","256 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380672","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B117","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:239","Black","3M™","","","Monitors","257 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380673","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B117","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:240","Black","3M™","","","Monitors","258 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380674","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B118","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:241","Black","3M™","","","Monitors","259 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380675","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B118","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:242","Black","3M™","","","Monitors","260 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380676","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B119","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:243","Black","3M™","","","Monitors","261 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380677","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B119","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:244","Black","3M™","","","Monitors","262 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380678","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B120","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:245","Black","3M™","","","Monitors","263 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380679","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B120","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:246","Black","3M™","","","Monitors","264 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128008041","1380680","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
