"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Subcategory","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ"
"US01@@9500@@10@@4T8497","US01@@4T8497","9500","10","4T8497","","","","","","","","N","","","65KS9500/UBDK8500","Q012@@65KS9500/UBDK8500@@I","Q012","SAMSUNG - CONSUMER TV","I","0","EA","0","0","03","0305","US01","","","","S","","","BNDL 65IN LED CURVED UHD SMARTV","BNDL 65IN LED CURVED UHD SMARTV & UBDK8500 UHD BLURAY PLAYER","","Q009","SAMSUNG - SD MEMORY","","0","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","MNTR","","US01@@0@@EA","","","","","A","Y","1","12/31/2017 15:18","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T8426","US01@@4T8426","9500","10","4T8426","","","","","","","","N","","","ET-YSA76MREGUS","QF98@@ET-YSA76MREGUS@@I","QF98","SAMSUNG-GALAXY GEAR 2","I","1","EA","28.5","39.99","99","9930","US01","","","","E","","","GEAR S3 LEATHER ORANGE RED","GEAR S3 LEATHER ORANGE RED ALLIGATOR BAND","8.87E+11","Q009","SAMSUNG - SD MEMORY","","0","","","","","","","","","","","","","","1","E","","","","","I","","","","","","99999","","","STRP","","US01@@1@@EA","","","","","A","Y","1","12/28/2017 10:47","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZM6730","US01@@ZM6730","9500","10","ZM6730","","","","","","","","N","","","UN65J6200AFXZA/OB","Q012@@UN65J6200AFXZA/OB@@I","Q012","SAMSUNG - CONSUMER TV","I","90","EA","726","1039.99","03","0305","US01","","","","E","","","65IN LED 1080P 120 CMR SMARTTV","65IN LED 1080P 120 CMR SMARTTV OPEN BOX/WILL CALL ONLY","8.87E+11","Q009","SAMSUNG - SD MEMORY","","0","","","","","","","","","","","","","","1","E","","","","","I","","","","","","99999","","","MNTR","","US01@@90@@EA","","","","","A","Y","1","4/30/2017 5:44","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2GA148","US01@@2GA148","9500","10","2GA148","","","","","","","","N","","","MZ-V6E250BW","497Y@@MZ-V6E250BW@@","497Y","SAMSUNG - IMSOURCING","","0.08","EA","223","276.6","02","0238","US01","","","","S","","","250GB EVO 960 NVME M.2","250GB EVO 960 NVME M.2 DISC PROD SPCL SOURCING SEE NOTES","8.87E+11","014U","IMSOURCING","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","INT","","US01@@.08@@EA","","","","","","Y","1","1/3/2018 15:08","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7657","US01@@9V7657","9500","10","9V7657","","","","","","","","N","","","XE500C13-K01US","497Y@@XE500C13-K01US@@","497Y","SAMSUNG - IMSOURCING","","3.74","EA","367.5","460.99","00","0011","US01","","","","C","","","CHROMEBOOK3 2GB 11.6IN BLACK","CHROMEBOOK3 2GB 11.6IN BLACK DISC PROD SPCL SOURCING SEE NOTES","6.43E+11","014U","IMSOURCING","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SYST","","US01@@3.74@@EA","","","","","","Y","1","12/18/2017 19:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZY2063","US01@@ZY2063","9500","10","ZY2063","","","","","","","","N","","","EF-BT350WLEGUJ","X002@@EF-BT350WLEGUJ@@I","X002","SAMSUNG MONITORS","I","0.7","EA","29.75","49.99","99","9920","US01","","","","G","","","STAPLES ONLY BLUE CANVAS COVER","STAPLES ONLY BLUE CANVAS COVER FOR GALAXY TAB A 8","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","CASE","","US01@@.7@@EA","","","","","A","Y","1","6/21/2017 8:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3D8493","US01@@3D8493","9500","10","3D8493","","","","","","","","N","","","LC27F398FWNXZA","X002@@LC27F398FWNXZA@@I","X002","SAMSUNG MONITORS","I","13.44","EA","280","279.99","03","0303","US01","","","","G","","","STAPLES ONLY 27IN CURVED","STAPLES ONLY 27IN CURVED MONITOR","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","MNTR","","US01@@13.44@@EA","","","","","A","Y","1","12/31/2017 15:10","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2R7907","US01@@2R7907","9500","10","2R7907","","","","","","","","N","","","SM-T280NZKAXAR","X002@@SM-T280NZKAXAR@@I","X002","SAMSUNG MONITORS","I","1","EA","156.5","149.99","00","0011","US01","","","","G","","","STAPLES ONLY GALAXY TAB E 7","STAPLES ONLY GALAXY TAB E 7 BLACK","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","SYST","","US01@@1@@EA","","","","","A","Y","1","8/1/2017 11:33","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZA2150","US01@@ZA2150","9500","10","ZA2150","","","","","","","","N","","","WDS-LC8S05/STD","199Y@@WDS-LC8S05/STD@@I","199Y","SAMSUNG WLAN","I","0","EA","690","1235","12","1221","US01","","","","X","","","WEC8050 LICENSING 5 AP LICENSE","WEC8050 LICENSING 5 AP LICENSE","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 18:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8766","US01@@3E8766","9500","10","INF","","","","","","","","N","","","WDS-LC8S25/241","237Y@@WDS-LC8S25/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","636","812","05","0505","US01","","","","X","","","1YR SVC 24X7 25 8050 AP LICS","1YR SVC 24X7 25 8050 AP LICS","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8641","US01@@3E8641","9500","10","INF","","","","","","","","N","","","WDS-C8050/241","237Y@@WDS-C8050/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","342.5","433","12","1221","US01","","","","X","","","1YR SVC 24X7 8050 CONTROLLER","1YR SVC 24X7 8050 CONTROLLER","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8733","US01@@3E8733","9500","10","INF","","","","","","","","N","","","WDS-LC8S50/241","237Y@@WDS-LC8S50/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","1192","1540","12","1221","US01","","","","X","","","1YR SVC 50 8050 AP LICS 24X7","1YR SVC 50 8050 AP LICS 24X7","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZA2166","US01@@ZA2166","9500","10","ZA2166","","","","","","","","N","","","WDS-LM50/STD","199Y@@WDS-LM50/STD@@I","199Y","SAMSUNG WLAN","I","0","EA","4288","7761","05","0505","US01","","","","X","","","WEM LICENSING WLAN MANAGER LICS","WEM LICENSING WLAN MANAGER LICS FOR 1-50 DEVICESAP APC ETHERNET","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","LICS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 18:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZA2158","US01@@ZA2158","9500","10","ZA2158","","","","","","","","N","","","WDS-LC8100/STD","199Y@@WDS-LC8100/STD@@I","199Y","SAMSUNG WLAN","I","0","EA","4310","7800","05","0505","US01","","","","X","","","WEC8500 LICENSING 51-100 AP","WEC8500 LICENSING 51-100 AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","LICS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 18:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8772","US01@@3E8772","9500","10","INF","","","","","","","","N","","","WDS-LM3K/243","237Y@@WDS-LM3K/243@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","68215","88191","12","1221","US01","","","","X","","","3YR 24X7 SVC WEM LICS","3YR 24X7 SVC WEM LICS FOR 1K-3K DEV","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8713","US01@@3E8713","9500","10","INF","","","","","","","","N","","","WDS-LC853K/243","237Y@@WDS-LC853K/243@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","45717","59105","12","1221","US01","","","","X","","","3YR SVC 24X7 2K-3K AP LICS FOR","3YR SVC 24X7 2K-3K AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8702","US01@@3E8702","9500","10","INF","","","","","","","","N","","","WDS-LC8500/93","237Y@@WDS-LC8500/93@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","5406","6989","05","0505","US01","","","","X","","","3YR SVC 251-500 AP LICS FOR","3YR SVC 251-500 AP LICS FOR WEC8500 BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8683","US01@@3E8683","9500","10","INF","","","","","","","","N","","","WDS-LC8025/241","237Y@@WDS-LC8025/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","289","365","05","0505","US01","","","","X","","","1YR SVC 1-25 AP LICS FOR","1YR SVC 1-25 AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8681","US01@@3E8681","9500","10","INF","","","","","","","","N","","","WDS-C8500P/AD1","237Y@@WDS-C8500P/AD1@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","485","613","12","1221","US01","","","","X","","","1YR WDS-C8500P/XAR ADV HW","1YR WDS-C8500P/XAR ADV HW REPLACEMENT","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8673","US01@@3E8673","9500","10","INF","","","","","","","","N","","","WDS-C8500/AD1","237Y@@WDS-C8500/AD1@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","450.5","569","12","1221","US01","","","","X","","","1YR WDS-C8500/XAR ADV HW","1YR WDS-C8500/XAR ADV HW REPLACEMENT","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8652","US01@@3E8652","9500","10","INF","","","","","","","","N","","","WDS-LC852K/245","237Y@@WDS-LC852K/245@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","50257","64974","12","1221","US01","","","","X","","","5YR 24X7 SVC 1K-2K AP LICS","5YR 24X7 SVC 1K-2K AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8649","US01@@3E8649","9500","10","INF","","","","","","","","N","","","WDS-LC8250/243","237Y@@WDS-LC8250/243@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","4899","6333","12","1221","US01","","","","X","","","3YR SVC 24X7 101-250 AP LICS","3YR SVC 24X7 101-250 AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1U7980","US01@@1U7980","9500","10","1U7980","","","","","","","","N","","","EO-HS5303BESTA","QG63@@EO-HS5303BESTA@@","QG63","SAMSUNG - MOBILE ACCESSORIES","","0.3","EA","48.5","99.99","99","9970","US01","","","","C","","","HS530 WIRED HEADSET BLACK","HS530 WIRED HEADSET BLACK","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","12/6/2017 10:55","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y9581","US01@@1Y9581","9500","10","1Y9581","","","","","","","","N","","","ET-FG891CTEBUS","QG63@@ET-FG891CTEBUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.1","EA","12.25","29.99","99","9930","US01","","","","G","","","S7 ACTIVE SCREEN PROTECTOR","S7 ACTIVE SCREEN PROTECTOR","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","PROT","","US01@@.1@@EA","","","","","A","Y","1","12/6/2017 11:02","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4U1715","US01@@4U1715","9500","10","4U1715","","","","","","","","N","","","EO-BG930CGEGUS","QG63@@EO-BG930CGEGUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.3","EA","48.5","99.99","99","9930","US01","","","","G","","","LEVEL ACTIVE GREEN GUS","LEVEL ACTIVE GREEN GUS","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","A","Y","1","12/6/2017 10:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3D7362","US01@@3D7362","9500","10","3D7362","","","","","","","","N","","","EF-CG930PFEGUS","QG63@@EF-CG930PFEGUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.15","EA","23.5","49.99","99","9930","US01","","","","C","","","GS7 S VIEW COVER GOLD","GS7 S VIEW COVER GOLD","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","CASE","","US01@@.15@@EA","","","","","A","Y","1","12/18/2017 10:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E5623","US01@@3E5623","9500","10","INF","","","","","","","","N","","","EB-PJ200BBEGUS","QG63@@EB-PJ200BBEGUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.2","EA","9.25","19.99","99","9930","US01","","","","G","","","2100 MAH BATTERY PK BLK","2100 MAH BATTERY PK BLK","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","PWR","","US01@@.2@@EA","","","","","A","Y","1","12/6/2017 10:58","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4U1726","US01@@4U1726","9500","10","4U1726","","","","","","","","N","","","EP-PG950TBEGUS","QG63@@EP-PG950TBEGUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","1","EA","54.75","89.99","99","9930","US01","","","","G","","","FAST CHARGE WRLS CHARGING","FAST CHARGE WRLS CHARGING CONVERTIBLE W/ TA BLACK GUS","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","PWR","","US01@@1@@EA","","","","","A","Y","1","12/31/2017 15:09","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y9711","US01@@1Y9711","9500","10","1Y9711","","","","","","","","N","","","SM5G925TZDATMB-R","QG59@@SM5G925TZDATMB-R@@I","QG59","SAMSUNG - CPO PHONES","I","0.8","EA","503","449","04","0441","US01","","","","V","","","CPO GALAXY S6 EDGE 32GB GLD TMO","CPO GALAXY S6 EDGE 32GB GLD TMO NO RETURNS","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","V","","","","","I","","","","","","99999","","","SYST","","US01@@.8@@EA","","","","N","A","Y","1","9/29/2017 15:31","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y9703","US01@@1Y9703","9500","10","1Y9703","","","","","","","","N","","","SM5G925VZWAVZW","QG59@@SM5G925VZWAVZW@@I","QG59","SAMSUNG - CPO PHONES","I","0.84","EA","503","449","04","0441","US01","","","","C","","","CPO GALAXY S6 EDGE 32GB WHT VZW","CPO GALAXY S6 EDGE 32GB WHT VZW NO RETURNS","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","SYST","","US01@@.84@@EA","","","","","A","Y","1","7/18/2017 10:27","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8K4557","US01@@8K4557","9500","10","8K4557","","","","","","","","N","","","ST2000LX001-LABEL","196Y@@ST2000LX001-LABEL@@I","196Y","SEAGATE - SAMSUNG","I","0.01","EA","0","0","02","0211","US01","","","","C","","","KITTED BOX 2TB 8GB NAND SSHD","KITTED BOX 2TB 8GB NAND SSHD SATA 5400 RPM 2.5IN SEAGATE LABEL","","685","SEAGATE - PSG SINGLE","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","2.5","","US01@@.01@@EA","","","","","A","Y","1","7/18/2017 10:50","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@7V0155","US01@@7V0155","9500","10","7V0155","","","","","","","","N","","","ST10000VN0004-LABEL","196Y@@ST10000VN0004-LABEL@@I","196Y","SEAGATE - SAMSUNG","I","0.01","EA","0","0","10","1022","US01","","","","C","","","SEAGATE LABEL ADHERE TO SINGLE","SEAGATE LABEL ADHERE TO SINGLE KITTED BOX 10TB IRONWOLF","","685","SEAGATE - PSG SINGLE","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","LABL","","US01@@.01@@EA","","","","","A","Y","1","7/18/2017 10:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@YB0758","US01@@YB0758","9500","10","YB0758","","","","","","","","N","","","MZ-75E500B/AM","U817@@MZ-75E500B/AM@@C","U817","SAMSUNG COMMERCIAL MEMORY","C","0.3","EA","189.5","249.99","02","0238","US01","","","","A","","","500GB SSD 850 EVO 5 YR WARR","500GB SSD 850 EVO 5 YR WARR","8.87E+11","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","A","","","","","C","","","","","","99999","","","2.5","","US01@@.3@@EA","","","","","","Y","1","1/17/2018 18:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8554","US01@@3E8554","9500","10","INF","","","","","","","","N","","","SOL-PTE1P1/I10","582Y@@SOL-PTE1P1/I10@@","582Y","SAMSUNG SOLUTION SOFTWARE","","0","EA","2363","3000","12","1211","US01","","","","X","","","PRINTERON INSTALLATION PER DAY","PRINTERON INSTALLATION PER DAY","","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","","Y","1","6/13/2016 8:33","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@VT5548","US01@@VT5548","9500","10","VT5548","","","","","","","","N","","","MI-ESSSA15WW1Y","1757@@MI-ESSSA15WW1Y@@","1757","SAMSUNG COMMERCIAL TABLET","","0","EA","19.25","32.73","15","1551","US01","","","","X","","","1YR SCHOOL V1.5 LICS","1YR SCHOOL V1.5 LICS","8.81E+12","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","LICS","","US01@@0@@EA","","","","","","Y","1","4/3/2016 10:28","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@7U2701","US01@@7U2701","9500","10","7U2701","","","","","","","","N","","","MI-OVADC00","883Y@@MI-OVADC00@@","883Y","SAMSUNG BUSINESS SERVICES","","0","EA","1","1","12","1241","US01","","","","X","","","APPLICATION SUP APP DEVELOPMENT","APPLICATION SUP APP DEVELOPMENT","","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","","Y","1","1/12/2017 13:51","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@XJ7331","US01@@XJ7331","9500","10","XJ7331","","","","","","","","N","","","MLT-D203E/XAA","U397@@MLT-D203E/XAA@@","U397","SAMSUNG COMMERCIAL PRINTER SUPPLIES","","3.9","EA","152","213.99","10","1010","US01","","","","V","","","BLACK TONER PROXPRESS SL-M3820","BLACK TONER PROXPRESS SL-M3820 M4020 M3870 M4070 10K YIELD","8.87E+11","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","V","","","","","","","","","","","99999","","","TONR","","US01@@3.9@@EA","","","","","","Y","1","1/17/2018 18:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2KL296","US01@@2KL296","9500","10","2KL296","","","","","","","","N","","","QB65H-TR","1763@@QB65H-TR@@","1763","SAMSUNG COMMERICAL LARGE FORMAT","","106","EA","3085","4152","03","0303","US01","","","","S","","","65IN LCD TOUCH 3840X2160 300NIT","65IN LCD TOUCH 3840X2160 300NIT 8MS 3YR WARR","8.80E+12","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","MNTR","","US01@@106@@EA","","","","","","Y","1","12/31/2017 15:11","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2DA890","US01@@2DA890","9500","10","2DA890","","","","","","","","N","","","HG32NE473FFXZA","U482@@HG32NE473FFXZA@@","U482","SAMSUNG COMMERCIAL HOSPITALITY LCD","","15","EA","337","360","03","0305","US01","","","","B","","","32IN SLIM DIRECT LIT SCREWLESS","32IN SLIM DIRECT LIT SCREWLESS LED HEALTHCARE PRO IDIOM LYNK","8.87E+11","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","MNTR","","US01@@15@@EA","","","","","","Y","1","12/31/2017 15:10","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2DB764","US01@@2DB764","9500","10","2DB764","","","","","","","","N","","","QB75H","1763@@QB75H@@","1763","SAMSUNG COMMERICAL LARGE FORMAT","","107","EA","2570","4885","03","0303","US01","","","","B","","","75IN COMMERCIAL LCD TAA","75IN COMMERCIAL LCD TAA 4000:1 300NIT 8MS 3YR WARR","8.87E+11","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","MNTR","","US01@@107@@EA","","","","","","Y","1","1/3/2018 5:15","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2DD776","US01@@2DD776","9500","10","2DD776","","","","","","","","N","","","EF-PT380TBEGUJ","1757@@EF-PT380TBEGUJ@@I","1757","SAMSUNG COMMERCIAL TABLET","I","2.93","EA","25","47.99","99","9920","US01","","","","N","","","TAB A-8.0  BLACK SILICONE COVER","TAB A-8.0  BLACK SILICONE COVER 2017 TAB A 8.0 REFRESH MODELS ONLY","8.87E+11","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","N","","","","","I","","","","","","99999","","","CASE","","US01@@2.93@@EA","","","","","A","Y","1","12/31/2017 15:11","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9B1058","US01@@9B1058","9500","10","9B1058","","","","","","","","N","","","LS24D330HSJ/ZA","1467@@LS24D330HSJ/ZA@@C","1467","SAMSUNG COMMERCIAL INFORMATION SYS","C","9.55","EA","147.5","205.27","99","9940","US01","","","","B","","","24IN 1920X1080 TILT STAND","24IN 1920X1080 TILT STAND VAPANEL HDMI VGA 1MS EXTERNAL POWER","8.87E+11","1467","SAMSUNG COMMERCIAL INFORMATION SYS","","0","","","","","","","","","","","","","","1","B","","","","","C","","","","","","99999","","","MNTR","","US01@@9.55@@EA","","","","","","Y","1","12/31/2017 15:11","1/18/2018 17:39","0","1","","","","","","0","N",""
