"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Bullet 12","Bullet 13","Bullet 14","Bullet 15","Anti-Glare
","Anti-Reflective
","Aspect Ratio
","Filter Color
","Brand ","Brand of Device","Device Model Name
","Device Type
","Display Diagonal
","Durable Screen Protection
","Filter Type
","Orientation
","Privacy
","Scratch Resistant
","Screen Attachment

","Screen Format
","Touch Compatibility
","Viewing Area Dimensions - Metric (width x height)
","Viewing Area Dimensions (width x height)
","Warranty Period
","UPC ","Image ID","Image URL"
"HC240W9B170","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:346","Black","3M™","","","Monitors","364 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","935 mm x 337 mm","360 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380780","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B171","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:347","Black","3M™","","","Monitors","365 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","936 mm x 337 mm","361 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380781","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B171","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:348","Black","3M™","","","Monitors","366 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","937 mm x 337 mm","362 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380782","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B172","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:349","Black","3M™","","","Monitors","367 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","938 mm x 337 mm","363 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380783","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B172","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:350","Black","3M™","","","Monitors","368 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","939 mm x 337 mm","364 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380784","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B173","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:351","Black","3M™","","","Monitors","369 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","940 mm x 337 mm","365 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380785","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B173","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:352","Black","3M™","","","Monitors","370 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","941 mm x 337 mm","366 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380786","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B174","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:353","Black","3M™","","","Monitors","371 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","942 mm x 337 mm","367 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380787","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B174","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:354","Black","3M™","","","Monitors","372 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","943 mm x 337 mm","368 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380788","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B175","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:355","Black","3M™","","","Monitors","373 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","944 mm x 337 mm","369 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380789","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B175","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:356","Black","3M™","","","Monitors","374 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","945 mm x 337 mm","370 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380790","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B176","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:357","Black","3M™","","","Monitors","375 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","946 mm x 337 mm","371 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380791","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B176","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:358","Black","3M™","","","Monitors","376 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","947 mm x 337 mm","372 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380792","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B177","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:359","Black","3M™","","","Monitors","377 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","948 mm x 337 mm","373 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380793","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B177","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:360","Black","3M™","","","Monitors","378 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","949 mm x 337 mm","374 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380794","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B178","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:361","Black","3M™","","","Monitors","379 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","950 mm x 337 mm","375 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380795","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B178","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:362","Black","3M™","","","Monitors","380 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","951 mm x 337 mm","376 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380796","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B179","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:363","Black","3M™","","","Monitors","381 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","952 mm x 337 mm","377 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380797","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B179","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:364","Black","3M™","","","Monitors","382 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","953 mm x 337 mm","378 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380798","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B180","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:365","Black","3M™","","","Monitors","383 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","954 mm x 337 mm","379 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380799","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B180","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:366","Black","3M™","","","Monitors","384 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","955 mm x 337 mm","380 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380800","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B181","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:367","Black","3M™","","","Monitors","385 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","956 mm x 337 mm","381 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380801","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B181","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:368","Black","3M™","","","Monitors","386 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","957 mm x 337 mm","382 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380802","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B182","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:369","Black","3M™","","","Monitors","387 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","958 mm x 337 mm","383 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380803","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B182","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:370","Black","3M™","","","Monitors","388 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","959 mm x 337 mm","384 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380804","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B183","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:371","Black","3M™","","","Monitors","389 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","960 mm x 337 mm","385 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380805","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B183","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:372","Black","3M™","","","Monitors","390 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","961 mm x 337 mm","386 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1380806","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
