"","","","Bullets","","","","","","","","","","","","","","","Technical Specifications","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF240W9F","3M™ Framed Privacy Filter for 24"" Widescreen Monitor","3M™ Framed Privacy Filter for 24"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","","","","","No","Yes","16:9","Black","3M™","","","Monitors","23.6 - 24 inches","Yes","Framed","Landscape","Yes","Yes","Hanger Arms and Command® Strips","Widescreen","No","539 mm x 308 mm","21 1/4"" x 12 3/16""","Limited 1-year warranty","00051128831793","1138476","http://multimedia.3m.com/mws/media/1138476O/pf324w9-framedprivacyfilter-34871670047-ft-cmyk-pdf.pdf","","",""
"UCPAP001","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6/6S/7","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6/6S/7","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","","No","Yes","","Clear","3M™","Apple®","iPhone® 6/6S/7","Smartphones","4.7 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","59 mm x 130 mm","2 5/16"" x 5 1/8""","Limited 1-year warranty","00051128831809","1286240","http://multimedia.3m.com/mws/media/1286240O/ucpap001-34871594577-ft.png","","",""
"UCPAP002","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","","No","Yes","","Clear","3M™","Apple®","iPhone® 6 Plus/6S Plus","Smartphones","5.5 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","70 mm x 149 mm","2 3/4"" x 5 7/8""","Limited 1-year warranty","00051128831816","1004260","http://multimedia.3m.com/mws/media/1004260O/iphone-6-plus-6s-plus-34871594585-ft-rgb-150-png.png","","",""
"PFNDE001","3M™ Privacy Filter for Dell™ Latitude™ 14 E7450","3M™ Privacy Filter for Dell™ Latitude™ 14 E7450","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™","Latitude™ 14"" E7440, E7450, E7470","Laptops","14 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","329 mm x 215 mm","12 15/16"" x 8 7/16""","Limited 1-year warranty","00051128832011","1049325","http://multimedia.3m.com/mws/media/1049325O/dell-latitude-black-privacy-filter.tif","","",""
"PFNDE002","3M™ Privacy Filter for Dell™ Latitude™ 12 E7250","3M™ Privacy Filter for Dell™ Latitude™ 12 E7250","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™","Latitude™ 12"" E7240, E7250, E7270, ","Laptops","12.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","302 mm x 194 mm","11 14/16"" x 7 10/16""","Limited 1-year warranty","00051128832028","1049325","http://multimedia.3m.com/mws/media/1049325O/dell-latitude-black-privacy-filter.tif","","",""
"MPPSG001","3M™ Privacy Screen Protector for Samsung® Galaxy S6","3M™ Privacy Screen Protector for Samsung® Galaxy S6","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","No","No","","Black","3M™","Samsung®","Galaxy S6","Smartphones","5.1 inches","Yes","Screen Protector","Portrait","Yes","Yes","Adhesive Backed","","Yes","64mm x 113mm","2 1/2"" x 4 2/5""","Limited 1-year warranty","00051128004296","1074017","http://multimedia.3m.com/mws/media/1074017O/galaxys6-priv-34871707195-frt-jpg.jpg","","",""
"PF133W9E","3M™ Privacy Filter for 13.3"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 13.3"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","","","Edge-to-Edge Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","311 mm x 184 mm","12 1/4"" x 7 1/4""","Limited 1-year warranty","00051128004371","1071923","http://multimedia.3m.com/mws/media/1071923O/pf133w9e-34871710330-frt-jpg.jpg","","",""
"PF156W9E","3M™ Privacy Filter for 15.6"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 15.6"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","","","Edge-to-Edge Laptops","15.6 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","360 mm x 212 mm","14 3/16"" x 8 3/8""","Limited 1-year warranty","00051128004388","1071945","http://multimedia.3m.com/mws/media/1071945O/pf156w9e-34871710314-frt-jpg.jpg","","",""
"PF140W9E","3M™ Privacy Filter for 14"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 14"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","","","Edge-to-Edge Laptops","14 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","325 mm x 194 mm","12 13/16"" x 7 5/8""","Limited 1-year warranty","00051128004395","1071934","http://multimedia.3m.com/mws/media/1071934O/pf140w9e-34871710322-frt-jpg.jpg","","",""
"PFNAP001","3M™ Privacy Filter for 12"" Apple® Macbook®","3M™ Privacy Filter for 12"" Apple® Macbook®","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Apple®","MacBook® 12-inch","Laptops","12 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","275 mm x 180 mm","10 7/8"" x 7 1/16""","Limited 1-year warranty","00051128004401","1126939","http://multimedia.3m.com/mws/media/1126939O/pfnap001-macbook-12-34871771159-ft-rgb-150-png.png","","",""
"PFNAP003","3M™ Privacy Filter for 15"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","3M™ Privacy Filter for 15"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:10","Black","3M™","Apple®","MacBook Pro® 15-inch with Retina® Display","Laptops","15.4 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","353 mm  x 230 mm","13 7/8"" x 9 1/16""","Limited 1-year warranty","00051128004715","821428","http://multimedia.3m.com/mws/media/821428O/pfnap003-macbook-pro-15-retina-34871754106-ft-rgb-150-png.png","","",""
"PFNAP004","3M™ Privacy Filter for 13"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","3M™ Privacy Filter for 13"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:10","Black","3M™","Apple®","MacBook Pro® 13-inch with Retina® Display","Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","306 mm x 201 mm","12 1/16"" x 7 15/16""","Limited 1-year warranty","00051128004722","869617","http://multimedia.3m.com/mws/media/869617O/3mtm-black-priv-filter-for-macbook-pro-w-retina-13-inch-pkg.tif","","",""
"AG240W1B","3M™ Anti-Glare Filter for 24"" Widescreen Monitor (16:10)","3M™ Anti-Glare Filter for 24"" Widescreen Monitor (16:10)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:10","Clear","3M™","","","Monitors","24 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","518 mm x 324 mm ","20 7/16"" x 12 3/4""","Limited 1-year warranty","00051128004777","1093876","http://multimedia.3m.com/mws/media/1093876O/3mtm-anti-glare-filter-for-desktop-ag24ow-front.jpg","","",""
"AG220W1B","3M™ Anti-Glare Filter for 22"" Widescreen Monitor (16:10)","3M™ Anti-Glare Filter for 22"" Widescreen Monitor (16:10)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:10","Clear","3M™","","","Monitors","22 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","474 mm x 297 mm","18 11/16"" x 11 11/16""","Limited 1-year warranty","00051128004784","1093874","http://multimedia.3m.com/mws/media/1093874O/3mtm-anti-glare-filter-for-desktop-ag22ow-front.jpg","","",""
"PFTMS001","3M™ Privacy Filter for Microsoft® Surface® Pro 3/4 Landscape","3M™ Privacy Filter for Microsoft® Surface® Pro 3/4 Landscape","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","3:2","Black","3M™","Microsoft®
Dell","Surface® Pro 3/4
Latitude 5285","Tablets","12.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","","Yes","287 mm x 197 mm","11 5/16"" x 7 3/4""","Limited 1-year warranty","00051128004814","986335","http://multimedia.3m.com/mws/media/986335O/3m-privacy-filter-for-microsoft-surface-pro-3-4-landscape.tif","","",""
"PFTAP002","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Landscape","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Landscape","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","4:3","Black","3M™","Apple®","iPad Air® 1/2/Pro® 9.7""","Tablets","9.7 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","","Yes","236 mm x 165 mm","9 5/16"" x 6 1/2""","Limited 1-year warranty","00051128004821","1123180","http://multimedia.3m.com/mws/media/1123181O/pftap002-ipad-air-1-2-34871755616-horz-frt-rgb-150-png.png","","",""
"PFTAP001","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Portrait","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Portrait","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","4:3","Black","3M™","Apple®","iPad Air® 1/2/Pro® 9.7""","Tablets","9.7 inches","Yes","Frameless","Portrait","Yes","Yes","Attachment Strips","","Yes","236 mm x 165 mm","9 5/16"" x 6 1/2""","Limited 1-year warranty","00051128004838","1123174","http://multimedia.3m.com/mws/media/1123174O/pftap001-ipad-air-1-2-34871755608-vert-frt-rgb-150-png.png","","",""
"PFTAP003","3M™ Privacy Filter for Apple® iPad mini™ 1/2/3/4 Portrait","3M™ Privacy Filter for Apple® iPad mini™ 1/2/3/4 Portrait","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","4:3","Black","3M™","Apple®","iPad mini™ 1/2/3/4 ","Tablets","7.9 inches","Yes","Frameless","Portrait","Yes","Yes","Attachment Strips","","Yes","195 mm x 130 mm","7 11/16"" x 5 1/8""","Limited 1-year warranty","00051128004845","1123187","http://multimedia.3m.com/mws/media/1123187O/pftap003-ipad-mini-1-2-3-4-34871755582-vert-frt-cmyk-pdf.pdf","","",""
"UCTDE001","3M™ Ultra Clear Screen Protector for Dell™ Venue 10 Pro™","3M™ Ultra Clear Screen Protector for Dell™ Venue 10 Pro™","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","","No","Yes","16:10","Clear","3M™","Dell™","Venue 10 Pro™","Tablets","10 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","253 mm x 167 mm","10"" x 6 9/16""","Limited 1-year warranty","00051128004876","","","","",""
"AGTDE001","3M™ Anti-Glare Screen Protector for Dell™ Venue 10 Pro™","3M™ Anti-Glare Screen Protector for Dell™ Venue 10 Pro™","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","","","","Yes","No","16:10","Clear","3M™","Dell™","Venue 10 Pro™","Tablets","10 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","253 mm x 167 mm","10"" x 6 9/16""","Limited 1-year warranty","00051128004883","907355","http://multimedia.3m.com/mws/media/907355O/delltm-latitude10-tablet-nvag-screen-protector.tif","","",""
"PFTDE001","3M™ Privacy Filter for Dell™  Venue 8 Pro™","3M™ Privacy Filter for Dell™  Venue 8 Pro™","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:10","Black","3M™","Dell™","Venue 8 Pro™","Tablets","8 inches","Yes","Frameless","Portrait","Yes","Yes","Corner Tabs","","Yes","211 mm x 125 mm","8 5/16"" x 4 15/16""","Limited 1-year warranty","00051128004937","864149","http://multimedia.3m.com/mws/media/864149O/3mtm-natural-view-and-privacy-screen-protector-for-dell.jpg","","",""
"PFTDE002","3M™ Privacy Filter for Dell™ Venue™ 10/10 Pro™","3M™ Privacy Filter for Dell™ Venue™ 10/10 Pro™","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:10","Black","3M™","Dell™","Venue™ 10/10 Pro™","Tablets","10 inches","Yes","Frameless","Landscape","Yes","Yes","Corner Tabs","","Yes","253 mm x 167 mm","10"" x 6 9/16""","Limited 1-year warranty","00051128004944","864149","http://multimedia.3m.com/mws/media/864149O/3mtm-natural-view-and-privacy-screen-protector-for-dell.jpg","","",""
"PFTDE003","3M™ Privacy Filter for Dell™ Latitude™ 11 5000 Series 2-in-1","3M™ Privacy Filter for Dell™ Latitude™ 11 5000 Series 2-in-1","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™","Latitude™ 11 5000 Series 2-in-1","Tablets","10.8 inches","Yes","Frameless","Landscape","Yes","Yes","Corner Tabs","","Yes","273 mm x 169 mm","10 3/4"" x 6 11/16""","Limited 1-year warranty","00051128004951","899992","http://multimedia.3m.com/mws/media/899992Z/3mtm-privacy-screen-protector-for-non-device-specific-tablet.jpg
","","",""
"AGTDE003","3M™ Anti-Glare Screen Protector for Dell™ Latitude™ 11 5000 Series 2-in-1","3M™ Anti-Glare Screen Protector for Dell™ Latitude™ 11 5000 Series 2-in-1","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","","","","Yes","No","16:9","Clear","3M™","Dell™","Latitude™ 11 5000 Series 2-in-1","Tablets","10.8 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","Widescreen","Yes","273 mm x 169 mm","10 3/4"" x 6 11/16""","Limited 1-year warranty","00051128004975","872673","http://multimedia.3m.com/mws/media/872673Z/3mtm-nv-anti-glare-screen-protector-for-dell-xps-10-latitude.jpg","","",""
"AGTDE002","3M™ Anti-Glare Screen Protector for Dell™ Venue 8 Pro™","3M™ Anti-Glare Screen Protector for Dell™ Venue 8 Pro™","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","","","","Yes","No","16:10","Clear","3M™","Dell™","Venue 8 Pro™","Tablets","8 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","211 mm x 125 mm","8 5/16"" x 4 15/16""","Limited 1-year warranty","00051128004982","907355","http://multimedia.3m.com/mws/media/907355O/delltm-latitude10-tablet-nvag-screen-protector.tif","","",""
"UCTDE002","3M™ Ultra Clear Screen Protector for Dell™ Venue 8 Pro™ ","3M™ Ultra Clear Screen Protector for Dell™ Venue 8 Pro™ ","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","","No","Yes","16:10","Clear","3M™","Dell™","Venue 8 Pro™","Tablets","8 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","211 mm x 125 mm","8 5/16"" x 4 15/16""","Limited 1-year warranty","00051128004999","","","","",""
"AG173W9B","3M™ Anti-Glare Filter for 17.3"" Widescreen Laptop","3M™ Anti-Glare Filter for 17.3"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","","","","","Yes","No","16:9","Clear","3M™","","","Laptops","17.3 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","382 mm x 215 mm","15 1/16"" x 8 1/2""","Limited 1-year warranty","00051128006009","1189466","http://multimedia.3m.com/mws/media/1189462Z/ag173w9b-34871780689-fr-rgb-150-png.jpg","","",""
"AG200W9B","3M™ Anti-Glare Filter for 20"" Widescreen Monitor ","3M™ Anti-Glare Filter for 20"" Widescreen Monitor ","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","20 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","443 mm x 249 mm","17 7/16"" x 9 13/16""","Limited 1-year warranty","00051128006016","935383","http://multimedia.3m.com/mws/media/935383O/3mtm-anti-glare-filter-for-desktop-monitors.jpg","","",""
"AG240W9B","3M™ Anti-Glare Filter for 24"" Widescreen Monitor","3M™ Anti-Glare Filter for 24"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","24 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","531 mm x 299 mm","20 15/16"" x 11 13/16""","Limited 1-year warranty","00051128006023","935383","http://multimedia.3m.com/mws/media/935383O/3mtm-anti-glare-filter-for-desktop-monitors.jpg","","",""
