"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Aspect Ratio
","Orientation
","Screen Format
","UPC ","Image URL","Additional Image URL",""
"PFMAP001","3M™ Privacy Filter for 21.5"" Apple® iMac®","3M™ Privacy Filter for 21.5"" Apple® iMac®","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128829707","http://multimedia.3m.com/mws/media/1370369Z/pfmap001-imac-34871996541-ft-rgb-jpg.jpg","",""
"AG156W9B","3M™ Anti-Glare Filter for 15.6"" Widescreen Laptop","3M™ Anti-Glare Filter for 15.6"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","16:9","","Widescreen","00051128829905","http://multimedia.3m.com/mws/media/1189460Z/ag156w9-34871401112-fr-rgb-150-png.jpg","",""
"AG190C4B","3M™ Anti-Glare Filter for 19"" Standard Monitor","3M™ Anti-Glare Filter for 19"" Standard Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","5:4","","Standard","00051128829912","http://multimedia.3m.com/mws/media/1260379O/ag190c4b-ag-filter-34871944533-ft-rgb-150-png.png","",""
"AG140W9B","3M™ Anti-Glare Filter for 14"" Widescreen Laptop","3M™ Anti-Glare Filter for 14"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","16:9","","Widescreen","00051128829929","http://multimedia.3m.com/mws/media/1260360Z/ag140w9b-ag-filter-34871944541-ft-rgb-150-png.jpg","",""
"AG195W9B","3M™ Anti-Glare Filter for 19.5"" Widescreen Monitor","3M™ Anti-Glare Filter for 19.5"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128829981","http://multimedia.3m.com/mws/media/935383O/3mtm-anti-glare-filter-for-desktop-monitors.jpg","",""
"AG190W1B","3M™ Anti-Glare Filter for 19"" Widescreen Monitor (16:10)","3M™ Anti-Glare Filter for 19"" Widescreen Monitor (16:10)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:10","","Widescreen","00051128829998","http://multimedia.3m.com/mws/media/934756O/3mtm-frameless-anti-glare-filters-ag19-0w-package.jpg","",""
"AG230W9B","3M™ Anti-Glare Filter for 23"" Widescreen Monitor","3M™ Anti-Glare Filter for 23"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128830017","http://multimedia.3m.com/mws/media/934754O/3mtm-frameless-anti-glare-filters-ag23-0w9-package.jpg","",""
"AG125W9B","3M™ Anti-Glare Filter for 12.5"" Widescreen Laptop","3M™ Anti-Glare Filter for 12.5"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","16:9","","Widescreen","00051128830086","http://multimedia.3m.com/mws/media/1260350Z/ag125w9b-ag-filter-34871944616-ft-rgb-150-png.jpg","",""
"MPF828717","3M™ Privacy Screen Protector for Apple® iPhone® 5/5S/5C/SE Portrait","3M™ Privacy Screen Protector for Apple® iPhone® 5/5S/5C/SE Portrait","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128828717","http://multimedia.3m.com/mws/media/1049257O/apple-iphone-5-priv-screen-protector.jpg","",""
"PF195W9B","3M™ Privacy Filter for 19.5"" Widescreen Monitor","3M™ Privacy Filter for 19.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128830826","http://multimedia.3m.com/mws/media/1362964Z/pf195w9b-monitor-34871994975-ft-rgb-jpg.jpg","",""
"PF238W9B","3M™ Privacy Filter for 23.8"" Widescreen Monitor","3M™ Privacy Filter for 23.8"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128830833","http://multimedia.3m.com/mws/media/1363001Z/pf238w9b-monitor-34871995097-ft-rgb-jpg.jpg","",""
"NVAG830864","3M™ Anti-Glare Screen Protector for Apple® iPad Air® 1/2/Pro® 9.7","3M™ Anti-Glare Screen Protector for Apple® iPad Air® 1/2/Pro® 9.7","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","4:3","","","00051128830864","http://multimedia.3m.com/mws/media/1214328Z/nvag830864-ipad-air-1-2-pro-34871894274-ft-rgb-150.jpg","",""
"AG215W9B","3M™ Anti-Glare Filter for 21.5"" Widescreen Monitor","3M™ Anti-Glare Filter for 21.5"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128831076","http://multimedia.3m.com/mws/media/1260443Z/ag215w9b-ag-filter-34871944624-ft-rgb-150-png.jpg","",""
"PFCMM001","3M™ Privacy Filter for Chromebook 11","3M™ Privacy Filter for Chromebook 11","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:9","Landscape","Widescreen","00051128831380","http://multimedia.3m.com/mws/media/1392981Z/pfcmm001-chromebook11.jpg","",""
"PF290W2B","3M™ Privacy Filter for 29"" Widescreen Monitor (21:9)","3M™ Privacy Filter for 29"" Widescreen Monitor (21:9)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","21:9","Landscape","Widescreen","00051128831663","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"AFTMS001","3M™ Anti-Glare Filter for Microsoft® Surface® Pro 3/4","3M™ Anti-Glare Filter for Microsoft® Surface® Pro 3/4","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Attaches with optically clear adhesive strips ","100% hand inspected for quality assurance","","","","3:2","","","00051128831700","http://multimedia.3m.com/mws/media/1049309O/3mtm-microsoft-surface-pro-3-nvag-horz-film.tif","",""
"MPPAP001","3M™ Privacy Screen Protector for Apple® iPhone® 6/6S/7","3M™ Privacy Screen Protector for Apple® iPhone® 6/6S/7","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128831717","http://multimedia.3m.com/mws/media/1286228O/mppap001-34871569850-ft.png","",""
"PF220W9F","3M™ Framed Privacy Filter for 22"" Widescreen Monitor","3M™ Framed Privacy Filter for 22"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128831786","http://multimedia.3m.com/mws/media/1138468O/pf322w9-framedprivacyfilter-34871670039-ft-cmyk-pdf.pdf","",""
"PF240W9F","3M™ Framed Privacy Filter for 24"" Widescreen Monitor","3M™ Framed Privacy Filter for 24"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128831793","http://multimedia.3m.com/mws/media/1138476O/pf324w9-framedprivacyfilter-34871670047-ft-cmyk-pdf.pdf","",""
"UCPAP001","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6/6S/7","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6/6S/7","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","00051128831809","http://multimedia.3m.com/mws/media/1286240O/ucpap001-34871594577-ft.png","",""
"UCPAP002","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","00051128831816","http://multimedia.3m.com/mws/media/1004260O/iphone-6-plus-6s-plus-34871594585-ft-rgb-150-png.png","",""
"PFNDE001","3M™ Privacy Filter for Dell™ Latitude™ 14 E7450","3M™ Privacy Filter for Dell™ Latitude™ 14 E7450","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128832011","http://multimedia.3m.com/mws/media/1049325O/dell-latitude-black-privacy-filter.tif","",""
"PFNDE002","3M™ Privacy Filter for Dell™ Latitude™ 12 E7250","3M™ Privacy Filter for Dell™ Latitude™ 12 E7250","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128832028","http://multimedia.3m.com/mws/media/1049325O/dell-latitude-black-privacy-filter.tif","",""
"MPPSG001","3M™ Privacy Screen Protector for Samsung® Galaxy S6","3M™ Privacy Screen Protector for Samsung® Galaxy S6","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128004296","http://multimedia.3m.com/mws/media/1074017O/galaxys6-priv-34871707195-frt-jpg.jpg","",""
"PF133W9E","3M™ Privacy Filter for 13.3"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 13.3"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128004371","http://multimedia.3m.com/mws/media/1071923O/pf133w9e-34871710330-frt-jpg.jpg","",""
"PF156W9E","3M™ Privacy Filter for 15.6"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 15.6"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128004388","http://multimedia.3m.com/mws/media/1071945O/pf156w9e-34871710314-frt-jpg.jpg","",""
"PF140W9E","3M™ Privacy Filter for 14"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 14"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128004395","http://multimedia.3m.com/mws/media/1071934O/pf140w9e-34871710322-frt-jpg.jpg","",""
"PFNAP001","3M™ Privacy Filter for 12"" Apple® Macbook®","3M™ Privacy Filter for 12"" Apple® Macbook®","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128004401","http://multimedia.3m.com/mws/media/1126939O/pfnap001-macbook-12-34871771159-ft-rgb-150-png.png","",""
"PFNAP003","3M™ Privacy Filter for 15"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","3M™ Privacy Filter for 15"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:10","Landscape","Widescreen","00051128004715","http://multimedia.3m.com/mws/media/821428O/pfnap003-macbook-pro-15-retina-34871754106-ft-rgb-150-png.png","",""
"PFNAP004","3M™ Privacy Filter for 13"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","3M™ Privacy Filter for 13"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:10","Landscape","Widescreen","00051128004722","http://multimedia.3m.com/mws/media/869617O/3mtm-black-priv-filter-for-macbook-pro-w-retina-13-inch-pkg.tif","",""
"AG240W1B","3M™ Anti-Glare Filter for 24"" Widescreen Monitor (16:10)","3M™ Anti-Glare Filter for 24"" Widescreen Monitor (16:10)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:10","","Widescreen","00051128004777","http://multimedia.3m.com/mws/media/1093876O/3mtm-anti-glare-filter-for-desktop-ag24ow-front.jpg","",""
"AG220W1B","3M™ Anti-Glare Filter for 22"" Widescreen Monitor (16:10)","3M™ Anti-Glare Filter for 22"" Widescreen Monitor (16:10)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:10","","Widescreen","00051128004784","http://multimedia.3m.com/mws/media/1093874O/3mtm-anti-glare-filter-for-desktop-ag22ow-front.jpg","",""
"PFTMS001","3M™ Privacy Filter for Microsoft® Surface® Pro 3/4 Landscape","3M™ Privacy Filter for Microsoft® Surface® Pro 3/4 Landscape","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","3:2","Landscape","","00051128004814","http://multimedia.3m.com/mws/media/986335O/3m-privacy-filter-for-microsoft-surface-pro-3-4-landscape.tif","",""
"PFTAP002","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Landscape","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Landscape","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","4:3","Landscape","","00051128004821","http://multimedia.3m.com/mws/media/1123181O/pftap002-ipad-air-1-2-34871755616-horz-frt-rgb-150-png.png","",""
"PFTAP001","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Portrait","3M™ Privacy Filter for Apple® iPad Air® 1/2/Pro® 9.7 Portrait","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","4:3","Portrait","","00051128004838","http://multimedia.3m.com/mws/media/1123174O/pftap001-ipad-air-1-2-34871755608-vert-frt-rgb-150-png.png","",""
"PFTAP003","3M™ Privacy Filter for Apple® iPad mini™ 1/2/3/4 Portrait","3M™ Privacy Filter for Apple® iPad mini™ 1/2/3/4 Portrait","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","4:3","Portrait","","00051128004845","http://multimedia.3m.com/mws/media/1123187O/pftap003-ipad-mini-1-2-3-4-34871755582-vert-frt-cmyk-pdf.pdf","",""
"UCTDE001","3M™ Ultra Clear Screen Protector for Dell™ Venue 10 Pro™","3M™ Ultra Clear Screen Protector for Dell™ Venue 10 Pro™","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","16:10","","","00051128004876","","",""
"AGTDE001","3M™ Anti-Glare Screen Protector for Dell™ Venue 10 Pro™","3M™ Anti-Glare Screen Protector for Dell™ Venue 10 Pro™","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","16:10","","","00051128004883","http://multimedia.3m.com/mws/media/907355O/delltm-latitude10-tablet-nvag-screen-protector.tif","",""
