"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Cat2Desc","Subcategory","CategoryCode","SubCategoryCode","NewCategoryCode","NewSubCategoryCode","Cat3Desc","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ","Duplicate"
"US01@@9500@@10@@Q52832","US01@@Q52832","9500","10","Q52832","","","","","","","","N","","","MW308BH","U227@@MW308BH@@","U227","3M - WORKSPACE SOLUTIONS","","0.6","EA","10.75","22.25","99","10","9910","0","99","51","46","","US01","","","","C","","","MOUSEPAD AND WRIST REST GEL","MOUSEPAD AND WRIST REST GEL CLEAR BEACH DESIGN","51135807071","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.6@@EA","","","","","","Y","1","6/5/2017 11:54","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@TW5092","US01@@TW5092","9500","10","TW5092","","","","","","","","N","","","WR308-CL","U227@@WR308-CL@@","U227","3M - WORKSPACE SOLUTIONS","","1.06","EA","12.75","26.48","99","10","9910","0","99","51","46","","US01","","","","C","","","KEYBOARD WRIST REST GEL","KEYBOARD WRIST REST GEL CORALPINK","51141370736","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.06@@EA","","","","","","Y","1","10/11/2017 19:04","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@XP2055","US01@@XP2055","9500","10","XP2055","","","","","","","","N","","","PF290W2B","3705@@PF290W2B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.15","EA","161","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER 29IN WS UNFRAMED","PRIVACY FILTER 29IN WS UNFRAMED FOR DESKTOP LCD","51128831663","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.15@@EA","","","","","","Y","1","12/31/2017 9:53","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8127","US01@@3G8127","9500","10","3G8127","","","","","","","","N","","","PF133C3B","3705@@PF133C3B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","37.75","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR 13.3IN","PRIVACY FILTER FOR 13.3IN UNFRAMED FOR LAPTOP AND LCD","51138752545","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","9/18/2017 11:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8121","US01@@3G8121","9500","10","3G8121","","","","","","","","N","","","PF150C3B","3705@@PF150C3B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.34","EA","40.25","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FLT FOR 15IN UNFRAMED","PRIVACY FLT FOR 15IN UNFRAMED FOR LAPTOP AND LCD","51128720882","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.34@@EA","","","","","","Y","1","10/2/2017 18:21","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3E8045","US01@@3E8045","9500","10","INF","","","","","","","","N","","","PFNAP004","3705@@PFNAP004@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.52","EA","30.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 13IN APPLE","PRIVACY FILTER 13IN APPLE FOR MACBOOK PRO 13 RETINA BLACK","51128004722","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.52@@EA","","","","","","Y","1","12/13/2017 22:26","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@GT9732","US01@@GT9732","9500","10","GT9732","","","","","","","","N","","","GF125W9B","3705@@GF125W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","37.25","84.14","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER 12.5IN WS","GOLD PRIVACY FILTER 12.5IN WS 16:9 UNFRAMED FOR LAPTOP","51128798751","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","5/19/2017 14:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2Y8172","US01@@2Y8172","9500","10","2Y8172","","","","","","","","N","","","PFTAP002","3705@@PFTAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","15","EA","20.25","0","99","20","9920","0","99","1","99","","US01","","","","C","","","PRIVACY FILTER FOR IPAD AIR 1/2","PRIVACY FILTER FOR IPAD AIR 1/2 LANDSCAPE","51128004821","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@15@@EA","","","","","","Y","1","11/26/2017 8:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1953","US01@@9U1953","9500","10","9U1953","","","","","","","","N","","","AGMDE001","3705@@AGMDE001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","46","0","99","40","9940","0","99","51","1","","US01","","","","S","","","ANTI GLARE FILTER FOR DELL","ANTI GLARE FILTER FOR DELL OPTIPLEX 3240 ALL-IN-ONE","","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","7/25/2017 2:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2770","US01@@8K2770","9500","10","8K2770","","","","","","","","N","","","GFNAP005","3705@@GFNAP005@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","40.75","0","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER FOR 15IN","GOLD PRIVACY FILTER FOR 15IN MACBOOK PRO RETINA","51128827864","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","10/29/2017 8:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8B7690","US01@@8B7690","9500","10","8B7690","","","","","","","","N","","","MPPGG003","3705@@MPPGG003@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.5","EA","15.75","0","99","30","9930","0","99","1","99","","US01","","","","C","","","PRIVACY SCREEN PROTECTOR FOR","PRIVACY SCREEN PROTECTOR FOR GOOGLE PIXEL PHONE","51128007587","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PROT","","US01@@.5@@EA","","","","","","Y","1","9/19/2017 10:30","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2212","US01@@4D2212","9500","10","4D2212","","","","","","","","N","","","PFNHP005","3705@@PFNHP005@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.52","EA","33","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR HP SPECTRE","PRIVACY FILTER FOR HP SPECTRE X360 13.3IN","51128006993","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.52@@EA","","","","","","Y","1","8/3/2017 8:40","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2193","US01@@4D2193","9500","10","4D2193","","","","","","","","N","","","PF230W9F","3705@@PF230W9F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","2.8","EA","149","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 23IN WS 16:9","PRIVACY FILTER 23IN WS 16:9 FRAMED FOR LCD/LAPTOP","51128006771","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2.8@@EA","","","","","","Y","1","1/10/2018 3:56","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3F3259","US01@@3F3259","9500","10","3F3259","","","","","","","","N","","","AG240W9B","3705@@AG240W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.75","EA","44.75","0","99","40","9940","0","99","51","1","","US01","","","","B","","","ANTI-GLARE FILTER FOR 24IN WS","ANTI-GLARE FILTER FOR 24IN WS 16:9 FOR DISPLAYS","51128006023","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.75@@EA","","","","","","Y","1","8/31/2017 9:26","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@XP5276","US01@@XP5276","9500","10","XP5276","","","","","","","","N","","","DEF4X3","U227@@DEF4X3@@","U227","3M - WORKSPACE SOLUTIONS","","3","EA","37.25","0","10","22","1022","0","99","58","13","","US01","","","","C","","","POST IT 4X3 DRY ERASE SURFACE","POST IT 4X3 DRY ERASE SURFACE 4FT X 3FT WHITEBOARD SURFACE","51141396767","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PAPR","","US01@@3@@EA","","","","","","Y","1","2/11/2017 11:26","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8123","US01@@3G8123","9500","10","3G8123","","","","","","","","N","","","PF141C3B","3705@@PF141C3B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","38.75","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FLT FOR 14.1IN UNFRAMED","PRIVACY FLT FOR 14.1IN UNFRAMED FOR LAPTOP AND LCD","51138752538","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","12/31/2017 8:57","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8116","US01@@DC8116","9500","10","DC8116","","","","","","","","N","","","PF230W9B","3705@@PF230W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.85","EA","89.25","202.2","99","40","9940","0","99","51","1","","US01","","","","A","","","PRIVACY FILTER 23IN WS 16:9","PRIVACY FILTER 23IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128789650","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","ACCS","","US01@@.85@@EA","","","","","","Y","1","7/10/2017 14:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CW6178","US01@@CW6178","9500","10","CW6178","","","","","","","","N","","","OAC250RF","U227@@OAC250RF@@","U227","3M - WORKSPACE SOLUTIONS","","0.66","EA","37.25","68.85","50","10","5010","0","99","4","99","","US01","","","","C","","","FILTRETE REPLACEMENT FILTER","FILTRETE REPLACEMENT FILTER FOR OAC250","21200474170","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.66@@EA","","","","","","Y","1","12/31/2017 9:25","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2Z6981","US01@@2Z6981","9500","10","2Z6981","","","","","","","","N","","","PFTAP001","3705@@PFTAP001@@I","3705","3M - OPTICAL SYSTEMS DIVISION","I","0.25","EA","12","0","99","20","9920","0","99","1","99","","US01","","","","G","","","APPLE ONLY POTRAIT PRIVACY","APPLE ONLY POTRAIT PRIVACY FILTER FOR IPAD AIR 1/2/2015","51128004838","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","A","Y","1","10/19/2017 14:54","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@RW2132","US01@@RW2132","9500","10","RW2132","","","","","","","","N","","","OFNGO830260","3705@@OFNGO830260@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","38.5","69.99","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR GOOGLE","PRIVACY FILTER FOR GOOGLE CHROMEBOOK PIXEL","51128830260","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","7/18/2016 19:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8122","US01@@DC8122","9500","10","DC8122","","","","","","","","N","","","GF190C4B","3705@@GF190C4B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.65","EA","77.75","178.08","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER 19IN","GOLD PRIVACY FILTER 19IN UNFRAMED FOR LAPTOP","51128797297","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.65@@EA","","","","","","Y","1","9/4/2017 5:18","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@V58086","US01@@V58086","9500","10","V58086","","","","","","","","N","","","PF185W9B","3705@@PF185W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.6","EA","64","146.62","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 18.5IN WS 16:9","PRIVACY FILTER 18.5IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128788523","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.6@@EA","","","","","","Y","1","10/1/2017 14:52","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@144337","US01@@144337","9500","10","144337","","","","","","","","N","","","OAC100RF","U227@@OAC100RF@@","U227","3M - WORKSPACE SOLUTIONS","","0.24","EA","34.5","45.58","50","10","5010","0","99","4","99","","US01","","","","S","","","FILTRETE REPLACEMENT FILTER","FILTRETE REPLACEMENT FILTER OAC150","21200716881","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.24@@EA","","","","","","Y","1","9/13/2017 14:04","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CW6176","US01@@CW6176","9500","10","CW6176","","","","","","","","N","","","OAC50RF","U227@@OAC50RF@@","U227","3M - WORKSPACE SOLUTIONS","","0.16","EA","15.5","28.6","50","10","5010","0","99","4","99","","US01","","","","S","","","FILTRETE REPLACEMENT FILTER","FILTRETE REPLACEMENT FILTER FOR OAC50","21200474187","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.16@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@T32813","US01@@T32813","9500","10","T32813","","","","","","","","N","","","KD90","U227@@KD90@@","U227","3M - WORKSPACE SOLUTIONS","","11.25","EA","118.5","243.78","99","10","9910","0","99","51","46","","US01","","","","C","","","UNDER DESK KEYBOARD DRAWER BLK","UNDER DESK KEYBOARD DRAWER BLK ALL-IN-ONE 20IN DEEP 31IN WIDE","21200530166","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@11.25@@EA","","","","","","Y","1","1/15/2018 11:59","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@T32808","US01@@T32808","9500","10","T32808","","","","","","","","N","","","AKT150LE","U227@@AKT150LE@@","U227","3M - WORKSPACE SOLUTIONS","","19.48","EA","211","440.5","99","10","9910","0","99","51","46","","US01","","","","B","","","KEYBOARD TRAY ADJUSTABLE EASY","KEYBOARD TRAY ADJUSTABLE EASY 23IN TRACK  MOUSE PLATFORM  GEL","21200507069","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@19.48@@EA","","","","","","Y","1","10/2/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@ZA4708","US01@@ZA4708","9500","10","ZA4708","","","","","","","","N","","","559","U227@@559@@","U227","3M - WORKSPACE SOLUTIONS","","7.3","EA","42.5","87.9","10","22","1022","0","99","42","11","","US01","","","","C","","","2PK POST IT SELF-STICK EASEL","2PK POST IT SELF-STICK EASEL PAD WHITE 25IN X 30.5IN 30SHTS/PAD","21200707261","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SUPL","","US01@@7.3@@EA","","","","","","Y","1","8/23/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K0216","US01@@8K0216","9500","10","8K0216","","","","","","","","N","","","AGNAP002","3705@@AGNAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","26.75","0","99","40","9940","0","99","51","1","","US01","","","","C","","","ANTI GLARE FILTER FOR MACBOOK","ANTI GLARE FILTER FOR MACBOOK PRO 15IN 2016 MODEL","51128007815","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","7/18/2017 10:49","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2Y8174","US01@@2Y8174","9500","10","2Y8174","","","","","","","","N","","","PFTAP003","3705@@PFTAP003@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.16","EA","17","0","99","20","9920","0","99","1","99","","US01","","","","S","","","PRIVACY FILTER FOR IPAD MINI","PRIVACY FILTER FOR IPAD MINI 1/2/3/4 PORTRAIT","51128004845","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.16@@EA","","","","","","Y","1","7/18/2016 19:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U7862","US01@@9U7862","9500","10","9U7862","","","","","","","","N","","","PF280W9B","3705@@PF280W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","9.9","EA","153","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR 28IN WS 16:9","PRIVACY FILTER FOR 28IN WS 16:9 UNFRAMED FOR LCD","51128008249","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@9.9@@EA","","","","","","Y","1","11/10/2017 19:05","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U7859","US01@@9U7859","9500","10","9U7859","","","","","","","","N","","","GF236W9B","3705@@GF236W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.04","EA","111","0","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER 23.6IN WS","GOLD PRIVACY FILTER 23.6IN WS 16:9 UNFRAMED FOR LCD","51128008218","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.04@@EA","","","","","","Y","1","10/24/2017 13:51","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@1G5356","US01@@1G5356","9500","10","1G5356","","","","","","","","N","","","PF133W9E","3705@@PF133W9E@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","32.75","74.2","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR 13.3IN WS","PRIVACY FILTER FOR 13.3IN WS 16:9 EDGE TO EDGE FOR LAPTOP & LCD","51128004371","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","1/10/2018 13:12","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8122","US01@@3G8122","9500","10","3G8122","","","","","","","","N","","","PF121W1B","3705@@PF121W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","37.25","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FLT FOR 12.1IN WS","PRIVACY FLT FOR 12.1IN WS UNFRAMED FOR LAPTOP AND LCD","51128774342","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","10/12/2017 5:44","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@6F9672","US01@@6F9672","9500","10","6F9672","","","","","","","","N","","","DEF25X4","U227@@DEF25X4@@","U227","3M - WORKSPACE SOLUTIONS","","0","EA","223","0","10","22","1022","0","99","58","13","","US01","","","","S","","","POST IT 25X4 DRY ERASE SURFACE","POST IT 25X4 DRY ERASE SURFACE BULK PACK","","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PAPR","","US01@@0@@EA","","","","","","Y","1","6/1/2017 12:57","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3M0072","US01@@3M0072","9500","10","3M0072","","","","","","","","N","","","98-0440-5819-0","3705@@98-0440-5819-0@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","338","0","99","40","9940","0","99","51","1","","US01","","","","X","","","CUSTOM PRIVACY FILTER FOR","CUSTOM PRIVACY FILTER FOR 30-40IN DISPLAYS - MIN PO $10K","","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","4/28/2017 12:57","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3A2850","US01@@3A2850","9500","10","3A2850","","","","","","","","N","","","MPPAP004","3705@@MPPAP004@@I","3705","3M - OPTICAL SYSTEMS DIVISION","I","0.1","EA","15.25","0","99","30","9930","0","99","1","99","","US01","","","","S","","","MORE DIRECT ONLY PRIVACY FILTER","MORE DIRECT ONLY PRIVACY FILTER FOR IPHONE 6 PLUS","51128004494","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","PROT","","US01@@.1@@EA","","","","","A","Y","1","7/18/2016 19:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@V25727","US01@@V25727","9500","10","V25727","","","","","","","","N","","","PF270W1B","3705@@PF270W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.65","EA","129.5","370.5","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 27IN WS UNFRAMED","PRIVACY FILTER 27IN WS UNFRAMED FOR LAPTOP AND LCD","51128787304","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.65@@EA","","","","","","Y","1","1/17/2018 10:48","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52826","US01@@Q52826","9500","10","Q52826","","","","","","","","N","","","CS200MB","U227@@CS200MB@@","U227","3M - WORKSPACE SOLUTIONS","","9.4","EA","80.25","169.98","99","10","9910","0","99","51","46","","US01","","","","B","","","UNDER DESK CPU HOLDER BLACK","UNDER DESK CPU HOLDER BLACK STEEL 360 SWIVEL","51135806371","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@9.4@@EA","","","","","","Y","1","1/15/2018 11:59","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2170","US01@@CM2170","9500","10","CM2170","","","","","","","","N","","","LS960","U227@@LS960@@","U227","3M - WORKSPACE SOLUTIONS","","7","EA","59","124.75","07","35","0735","0","99","9","22","","US01","","","","C","","","HEAT FREE LAMINATOR 8.5IN WIDE","HEAT FREE LAMINATOR 8.5IN WIDE W/18FT STARTER CATRIDGES","51131979185","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@7@@EA","","","","","","Y","1","10/13/2017 1:22","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@LC9092","US01@@LC9092","9500","10","LC9092","","","","","","","","N","","","LX550","U227@@LX550@@","U227","3M - WORKSPACE SOLUTIONS","","1.4","EA","23.75","49.8","99","20","9920","0","99","1","99","","US01","","","","C","","","VERTICAL NOTEBOOK RISER BLACK","VERTICAL NOTEBOOK RISER BLACK 3IN VERTICAL ADJUSTEMENT","21200530401","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","STND","","US01@@1.4@@EA","","","","","","Y","1","12/31/2017 9:33","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@C66495","US01@@C66495","9500","10","C66495","","","","","","","","N","","","FR530CB","U227@@FR530CB@@","U227","3M - WORKSPACE SOLUTIONS","","9.45","EA","64.25","135","99","10","9910","0","99","1","99","","US01","","","","B","","","ADJUSTABLE FOOT REST CHARCOAL","ADJUSTABLE FOOT REST CHARCOAL GREY 14IN X 22IN X 4IN","21200521751","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@9.45@@EA","","","","","","Y","1","12/8/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
